"Início dos relatórios","Término dos relatórios","Nome da campanha","Veiculação da campanha","Orçamento do conjunto de anúncios","Tipo de orçamento do conjunto de anúncios","Valor usado (BRL)",Resultados,"Indicador de resultados","Custo por resultados","CPM (custo por 1.000 impressões) (BRL)",Alcance,Frequência,Impressões,"CTR (taxa de cliques no link)","Cliques no link","CPC (custo por clique no link) (BRL)","Visitas ao perfil do Instagram"
2025-01-01,2025-06-30,"[Amanita] Suzuki - V-Strom 800 DE",active,6,Diário,810.05,77,actions:onsite_conversion.lead_grouped,10.52012987,12.036225,32299,2.083687,67301,1.087651,732,1.106626,125
2025-01-01,2025-06-30,"[Amanita] Suzuki - GSX-8R",active,12,Diário,952.54,48,actions:onsite_conversion.lead_grouped,19.84458333,19.019608,23718,2.111561,50082,1.473583,738,1.290705,79
2025-01-01,2025-06-30,"01 - V-STROM 1050xt",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-01-01,2025-06-30,"01 - V-STROM 650",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-01-01,2025-06-30,"03 - Srad",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-01-01,2025-06-30,"04 - Hayabusa",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-01-01,2025-06-30,"05 - Srad 1000",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-01-01,2025-06-30,"02 - V-STROM 1050xt — Cópia",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-01-01,2025-06-30,"06 - srad 750",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-01-01,2025-06-30,"07 - srad 750 — Cópia",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-01-01,2025-06-30,"01 - V-STROM 650 — Cópia",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-01-01,2025-06-30,"09 - srad 750 (conv certa) (24/08)",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-01-01,2025-06-30,"10 - V-STROM 650 (24/08)",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-01-01,2025-06-30,"11 - srad 750 (conv certa) (24/08) — Cópia",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-01-01,2025-06-30,"CP32 [Cadastros]  GSX-S 750 - Julho 24",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-01-01,2025-06-30,"CP33 [Cadastros]  Vstrom 650 abs,800DE , 1050xt, gsxs1000 E 8S -Julho 24",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-01-01,2025-06-30,"CP34 [Cadastros]  GSX-S 1000 - Julho24",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-01-01,2025-06-30,"CP35 [Cadastros]  Feira seminovas - Julho 24",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-01-01,2025-06-30,"CP36 [Cadastros]  Feira seminovas - Julho 24",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-01-01,2025-06-30,"CP37 [Cadastros]  GSX-S 1000 - Julho24",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-01-01,2025-06-30,"CP38 [Cadastros]  GSX-S 1000 - 18 Julho 24",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-01-01,2025-06-30,"CP39 [Cadastros]  Feira seminovas - Julho 24",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-01-01,2025-06-30,"CP40 [Cadastros]  Feira seminovas - Julho 26",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-01-01,2025-06-30,"CP41 [Cadastros]  Feira seminovas - Julho 24",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-01-01,2025-06-30,"CP45 [Cadastros]  suzuki 8S agosto",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-01-01,2025-06-30,"CP44 [Cadastros]  Vstrom 1050xt agosto",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-01-01,2025-06-30,"CP42 [Cadastros]  Vstrom 650 abs agosto",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-01-01,2025-06-30,"08 - srad 750",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-01-01,2025-06-30,"09 - srad 1000",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-01-01,2025-06-30,"10 - Hayabusa",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-01-01,2025-06-30,"10 - V-STROM 650 outubro",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-01-01,2025-06-30,"11 -V-STROM 1050xt novembro",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-01-01,2025-06-30,"CP12 [Cadastros] V-STROM 1050xt - Jan",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-01-01,2025-06-30,"CP13 [Cadastros] GSX-S 1000 GT emplacada - Jan",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-01-01,2025-06-30,"CP14 [Cadastros]  Vstrom 1050 xt - Jan",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-01-01,2025-06-30,"CP15 [Cadastros]  GSX-S 1000 GT",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-01-01,2025-06-30,"CP16 [Cadastros]  GSX-S 1000 GT - Jan24",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-01-01,2025-06-30,"CP16 [Cadastros]  Forge 400i - Fev 24",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-01-01,2025-06-30,"CP18  [Cadastros]  Vstrom 1050 xt Seminova - FEV24",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-01-01,2025-06-30,"CP19  [Cadastros]  Vstrom 1050 xt Seminova - FEV24",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-01-01,2025-06-30,"CP20 [Cadastros]  GSX-S 1000 GT - Fev24",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-01-01,2025-06-30,"CP20 [Cadastros]  Vstrom 650 abs - Março 24",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-01-01,2025-06-30,"CP23 [Cadastros]  Vstrom 650 abs seminova - Mar24",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-01-01,2025-06-30,"CP24 [Cadastros]  Vstrom 1050 abs seminova - Mar24",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-01-01,2025-06-30,"CP25 [Cadastros]  Vstrom 1050 abs seminova - Mar24",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-01-01,2025-06-30,"CP26 [Cadastros]  GSX-S 1000 GT - Abril24",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-01-01,2025-06-30,"CP27 [Cadastros]  Hayabusa - Abril24",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-01-01,2025-06-30,"CP28 [Cadastros]  Feira seminovas - Abril24",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-01-01,2025-06-30,"CP29 [Cadastros]  GSX-S 1000 GT - Maio 24",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-01-01,2025-06-30,"CP30 [Cadastros]  Vstrom 650 abs - Maio 24",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-01-01,2025-06-30,"CP31 [Cadastros]  GSX-S 1000 - Junho24",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
