"Início dos relatórios","Término dos relatórios","Nome da campanha","Veiculação da campanha","Orçamento do conjunto de anúncios","Tipo de orçamento do conjunto de anúncios","Valor usado (BRL)",Resultados,"Indicador de resultados","Custo por resultados","CPM (custo por 1.000 impressões) (BRL)",Alcance,Frequência,Impressões,"CTR (taxa de cliques no link)","Cliques no link","CPC (custo por clique no link) (BRL)","Visitas ao perfil do Instagram"
2025-06-01,2025-06-30,"[CONVERSÃO][FB e Insta] - Sportage 1.924,60",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-06-01,2025-06-30,"[CONVERSÃO][FB e Insta] - Cerato — 18/09",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-06-01,2025-06-30,"[CONVERSÃO][FB e Insta] - Sportage 19/09",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-06-01,2025-06-30,"[CONVERSÃO][FB e Insta] - Cerato — 19/09",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-06-01,2025-06-30,"[CONVERSÃO][FB & Insta] - Bongo 19/09",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-06-01,2025-06-30,"[CONVERSÃO][FB e Insta] - Cerato — 21/09 (Bônus 5k)",archived,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-06-01,2025-06-30,"[CONVERSÃO][FB e Insta] - Cerato — 21/09 (Bônus 5k)",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-06-01,2025-06-30,"[CONVERSÃO][FB e Insta][Rmkt Site] - Cerato",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-06-01,2025-06-30,"[CONVERSÃO][FB e Insta][Rmkt] - Sportage",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-06-01,2025-06-30,"[CONVERSÃO][FB e Insta] - Sportage 23/09",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-06-01,2025-06-30,"[CONVERSÃO][FB e Insta] - Cerato — 23/09 (Bônus 5k)",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-06-01,2025-06-30,"[CONVERSÃO][FB e Insta] - Sportage 25/09",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-06-01,2025-06-30,"[CONVERSÃO][FB e Insta] - Sportage 26/09",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-06-01,2025-06-30,"[CONVERSÃO] [FB e Insta] - Rio 26/09",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-06-01,2025-06-30,"[CONVERSÃO] [FB e Insta] - Rio 26/09",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-06-01,2025-06-30,"[CONVERSÃO] [RMKT]  - Rio 26/09",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-06-01,2025-06-30,"[CONVERSÃO][FB e Insta] - Cerato — 26/09",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-06-01,2025-06-30,"[CONVERSÃO][FB e Insta] - Sportage 1º/10 (VÍDEO)",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-06-01,2025-06-30,"[CONVERSÃO][FB e Insta] [RMKT] - CERATO",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-06-01,2025-06-30,"[CONVERSÃO][FB & Insta] - Bongo 07/10",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-06-01,2025-06-30,"[CONVERSÃO][FB e Insta] - Cerato — 13/10",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-06-01,2025-06-30,"[CONVERSÃO] [FB e Insta] - Rio 26/09 — 14/10",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-06-01,2025-06-30,"[CONVERSÃO][FB e Insta] - Sportage 14/10",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-06-01,2025-06-30,"[TRÁFEGO][Whatsapp] [Insta] - Oferta Bongo 60X",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-06-01,2025-06-30,"[TRÁFEGO][Whatsapp][Insta e FB] - Feirão 10 Mil 18.07",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-06-01,2025-06-30,"[MENSAGEM][WhatsApp][FB] - Sorento 10.07",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-06-01,2025-06-30,"[TRÁFEGO][Whatsapp][Insta e FB] - Cerato 0Km",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-06-01,2025-06-30,"[MENSÁGEM][Whatsapp][FB] - Cerato 0Km",archived,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-06-01,2025-06-30,"[MENSÁGEM][Whatsapp][FB] - Cerato 0Km",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-06-01,2025-06-30,"[MENSÁGEM][Whatsapp][FB] - Cerato 0Km",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-06-01,2025-06-30,"[VideoView] Cerato 16/07",inactive,5.5,Diário,0,,,,0,0,0,0,,,,0
2025-06-01,2025-06-30,"[MENSAGEM][Whatsapp][Insta e FB] - Feirão 10 Mil - 18/07",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-06-01,2025-06-30,"[MENSÁGEM][Whatsapp][FB] - Cerato 0Km — 27/07",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-06-01,2025-06-30,"[MENSAGEM][WhatsApp][FB] - Sportage 4 Mil",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-06-01,2025-06-30,"[MENSAGEM][WhatsApp][FB] - Sportage 4 Mil — Cópia",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
