"Início dos relatórios","Término dos relatórios","Nome da campanha","Veiculação da campanha","Orçamento do conjunto de anúncios","Tipo de orçamento do conjunto de anúncios","Valor usado (BRL)",Resultados,"Indicador de resultados","Custo por resultados","CPM (custo por 1.000 impressões) (BRL)",Alcance,Frequência,Impressões,"CTR (taxa de cliques no link)","Cliques no link","CPC (custo por clique no link) (BRL)","Visitas ao perfil do Instagram"
2025-07-01,2025-07-31,"28 - [Conversão] [CBO] [V-Strom]",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-07-01,2025-07-31,"29 - [Conversão] [Lindy]  - Interesse delivery",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-07-01,2025-07-31,"30 - [Conversão] [V-Strom 1000 XT]",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-07-01,2025-07-31,"31 - [Conversão] [V-Strom 1000 XT]",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-07-01,2025-07-31,"37 - [Conversão] [Lindy]  - Interesses e rmkt",inactive,5.32,Diário,0,,,,0,0,0,0,,,,0
2025-07-01,2025-07-31,"45 - [Conversão] [Motos Emplacadas]",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-07-01,2025-07-31,"56 - [Conversão] [DK 160]",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-07-01,2025-07-31,"63 - [Conversão] [DR 160 19.996] - Jan/23",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-07-01,2025-07-31,"68 - [Conversão] [DK 160]  - Maio/23",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-07-01,2025-07-31,"80 [Conversão] [DK] setembro",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-07-01,2025-07-31,"81 [Whats] Zontes",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-07-01,2025-07-31,"CP122 [Cadastros] NK150 JUN",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-07-01,2025-07-31,"CP123 [Cadastros] DK 160 - JUNHO 24",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-07-01,2025-07-31,"06 - [WhatsApp] [Imagens Oferta]",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-07-01,2025-07-31,"18 - [Conversão] [CBO] [V-Strom] - Preço na LP",inactive,15,Diário,0,,,,0,0,0,0,,,,0
2025-07-01,2025-07-31,"19 - [Conversão] [Chopper] — somente insta",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-07-01,2025-07-31,"20 - [Conversão] [DK]  - Interesse delivery e mais — Insta",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-07-01,2025-07-31,"21 - [Conversão] [GSX e Hayabusa] — somente insta",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-07-01,2025-07-31,"22 - [Conversão] [Lindy]  - Interesse delivery - Insta",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-07-01,2025-07-31,"CP23 [VideoView]",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-07-01,2025-07-31,"37 - [Conversão] [DR 160]",inactive,20,Diário,0,,,,0,0,0,0,,,,0
2025-07-01,2025-07-31,"38 - [Conversão] [Suzuki SRAD]",inactive,20,Diário,0,,,,0,0,0,0,,,,0
2025-07-01,2025-07-31,"39 - [Conversão] [Suzuki VSTROM]",inactive,20,Diário,0,,,,0,0,0,0,,,,0
2025-07-01,2025-07-31,"40 - [Conversão] [DR 160]",inactive,5.5,Diário,0,,,,0,0,0,0,,,,0
2025-07-01,2025-07-31,"41 - [Conversão] [Suzuki VSTROM]",inactive,10,Diário,0,,,,0,0,0,0,,,,0
2025-07-01,2025-07-31,"42 - [Conversão] [Suzuki SRAD]",inactive,10,Diário,0,,,,0,0,0,0,,,,0
2025-07-01,2025-07-31,"44 - [Conversão] [Chopper] — Cópia",inactive,5,Diário,0,,,,0,0,0,0,,,,0
2025-07-01,2025-07-31,"64 - [Conversão] [Chopper 12.999] - Maio/23",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-07-01,2025-07-31,"65 - [Conversão] [NK 150]  Maio/23",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-07-01,2025-07-31,"66 - [Conversão] Master Ride — Maio/23",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-07-01,2025-07-31,"67 - [Conversão] [DK 160]  - Maio/23",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-07-01,2025-07-31,"66 - [Conversão] Master Ride - Julho/23",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-07-01,2025-07-31,"67 - [Conversão] Master Ride - Julho/23",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-07-01,2025-07-31,"69 - [Conversão] Master Ride - Julho/23",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-07-01,2025-07-31,"74 - [Conversão] [DK 150 emplacada] - Julho/23",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-07-01,2025-07-31,"75 - [Conversão] [DK 150 emplacada] - Julho/23",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-07-01,2025-07-31,"69 - [Conversão] Master Ride - Julho/23 — Cópia",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-07-01,2025-07-31,"CP121 [Cadastros] DK 10 - JUNHO 24",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-07-01,2025-07-31,"76 - [Conversão] [Chopper 12.999] - setembro",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-07-01,2025-07-31,"68 - [Conversão] [DK 160]",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-07-01,2025-07-31,"81 [Whats] DK 160",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
