"Início dos relatórios","Término dos relatórios","Nome da campanha","Veiculação da campanha","Orçamento do conjunto de anúncios","Tipo de orçamento do conjunto de anúncios","Valor usado (BRL)",Resultados,"Indicador de resultados","Custo por resultados","CPM (custo por 1.000 impressões) (BRL)",Alcance,Frequência,Impressões,"CTR (taxa de cliques no link)","Cliques no link","CPC (custo por clique no link) (BRL)","Visitas ao perfil do Instagram"
2025-07-01,2025-07-31,"02 - [CADASTRO][FB e Insta] - Sportage 14/01/21",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-07-01,2025-07-31,"CP02 - [Tráfego] PÓS VENDAS",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-07-01,2025-07-31,"03 - [Cadastro][FB e Insta] - Bongo 60X - 2021",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-07-01,2025-07-31,"04 - [CADASTRO][FB e Insta] - Sportage 09/02",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-07-01,2025-07-31,"05 - MS - [VideoView] [Sportage]",inactive,12,Diário,0,,,,0,0,0,0,,,,0
2025-07-01,2025-07-31,"06 - MS [WhatsApp] - Sportage",inactive,20,Diário,0,,,,0,0,0,0,,,,0
2025-07-01,2025-07-31,"06 - MS [WhatsApp] - Sportage — Cópia",inactive,60,Diário,0,,,,0,0,0,0,,,,0
2025-07-01,2025-07-31,"07 - MS [Tráfego] - Sportage",inactive,30,Diário,0,,,,0,0,0,0,,,,0
2025-07-01,2025-07-31,"[CONVERSÃO][FB & Insta] - Bongo 60x 1.845",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-07-01,2025-07-31,"[CONVERSÃO][FB e Insta] - Sportage 1.924,60",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-07-01,2025-07-31,"[CONVERSÃO][FB e Insta] - Cerato — 18/09",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-07-01,2025-07-31,"[CONVERSÃO][FB e Insta] - Sportage 19/09",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-07-01,2025-07-31,"[CONVERSÃO][FB e Insta] - Cerato — 19/09",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-07-01,2025-07-31,"[CONVERSÃO][FB & Insta] - Bongo 19/09",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-07-01,2025-07-31,"[CONVERSÃO][FB e Insta] - Cerato — 21/09 (Bônus 5k)",archived,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-07-01,2025-07-31,"[CONVERSÃO][FB e Insta] - Cerato — 21/09 (Bônus 5k)",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-07-01,2025-07-31,"[CONVERSÃO][FB e Insta][Rmkt Site] - Cerato",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-07-01,2025-07-31,"[CONVERSÃO][FB e Insta][Rmkt] - Sportage",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-07-01,2025-07-31,"[CONVERSÃO][FB e Insta] - Sportage 23/09",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-07-01,2025-07-31,"[CONVERSÃO][FB e Insta] - Cerato — 23/09 (Bônus 5k)",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-07-01,2025-07-31,"[CONVERSÃO][FB e Insta] - Sportage 25/09",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-07-01,2025-07-31,"[CONVERSÃO][FB e Insta] - Sportage 26/09",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-07-01,2025-07-31,"[CONVERSÃO] [FB e Insta] - Rio 26/09",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-07-01,2025-07-31,"[CONVERSÃO] [FB e Insta] - Rio 26/09",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-07-01,2025-07-31,"[CONVERSÃO] [RMKT]  - Rio 26/09",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-07-01,2025-07-31,"[CONVERSÃO][FB e Insta] - Cerato — 26/09",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-07-01,2025-07-31,"[CONVERSÃO][FB e Insta] - Sportage 1º/10 (VÍDEO)",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-07-01,2025-07-31,"[CONVERSÃO][FB e Insta] [RMKT] - CERATO",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-07-01,2025-07-31,"[CONVERSÃO][FB & Insta] - Bongo 07/10",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
